Polynomial_Size,Sparsity,Dist_To_Next_Pow2,Is_Power_2,Is_Power_4,Best_Algorithm,Actual_Best_Algorithm
771,0.666667,253,0,0,Radix-2,Modified-Radix-4
2,0.777778,0,1,0,Radix-2,Radix-2
174,0.222222,82,0,0,Radix-2,Modified-Radix-4
341,0.888889,171,0,0,Radix-2,Modified-Radix-4
2,0.6815237324,0,1,0,Radix-2,Radix-2
799,0.333333,225,0,0,Radix-2,Radix-Split
2,0.6474206646,0,1,0,Radix-2,Radix-2
2,0.111111,0,1,0,Radix-2,Radix-2
2,0.444444,0,1,0,Radix-2,Radix-2
2,0.777778,0,1,0,Radix-2,Radix-2
799,0.555556,225,0,0,Radix-2,Modified-Radix-4
2,0.111111,0,1,0,Radix-2,Radix-2
3261,0.888889,835,0,0,Radix-2,Modified-Radix-4
3946,1,150,0,0,Radix-2,Modified-Radix-4
1960,0.666667,88,0,0,Radix-2,Modified-Radix-4
3261,0.666667,835,0,0,Radix-2,Modified-Radix-4
2,0.777778,0,1,0,Radix-2,Radix-2
2,0,0,1,0,Radix-2,Radix-2
1619,0.8379786389,429,0,0,Radix-2,Modified-Radix-4
2,0.888889,0,1,0,Radix-2,Radix-2
2,0.1029973109,0,1,0,Radix-2,Radix-2
112,0.222222,16,0,0,Radix-2,Modified-Radix-4
15,0.2042667644,1,0,0,Radix-2,Radix-Split
787,0.111111,237,0,0,Radix-2,Modified-Radix-4
2,0.5996647694,0,1,0,Radix-2,Radix-2
308,0.111111,204,0,0,Radix-2,Modified-Radix-4
822,0.6241508262,202,0,0,Radix-2,Radix-Split
2,0.888889,0,1,0,Radix-2,Radix-2
4387,0.444444,3805,0,0,Radix-2,Modified-Radix-4
131,0,125,0,0,Radix-2,Radix-Split
2,0.111111,0,1,0,Radix-2,Radix-2
171,0.2638384839,85,0,0,Radix-2,Radix-Split
2,0.555556,0,1,0,Radix-2,Radix-2
2009,0.8578418895,39,0,0,Radix-2,Modified-Radix-4
1965,0.8998010922,83,0,0,Radix-2,Modified-Radix-4
171,0.333333,85,0,0,Radix-2,Radix-Split
268,0.6657430988,244,0,0,Radix-2,Modified-Radix-4
3,0.9734610769,1,0,0,Radix-2,Radix-Split
3261,0.0369745138,835,0,0,Radix-2,Modified-Radix-4
3936,0.5246734037,160,0,0,Radix-2,Modified-Radix-4
781,0.333333,243,0,0,Radix-2,Modified-Radix-4
799,1,225,0,0,Radix-2,Modified-Radix-4
3663,1,433,0,0,Radix-2,Modified-Radix-4
3946,0.7242019174,150,0,0,Radix-2,Modified-Radix-4
3768,0.444444,328,0,0,Radix-2,Modified-Radix-4
2,0,0,1,0,Radix-2,Radix-2
1468,0.777778,580,0,0,Radix-2,Modified-Radix-4
596,0.333333,428,0,0,Radix-2,Modified-Radix-4
2,1,0,1,0,Radix-2,Radix-2
2,1,0,1,0,Radix-2,Radix-2
3946,0.666667,150,0,0,Radix-2,Modified-Radix-4
2,1,0,1,0,Radix-2,Radix-2
2,0.1545513193,0,1,0,Radix-2,Radix-2
792,0.555556,232,0,0,Radix-2,Modified-Radix-4
3661,0.4266239331,435,0,0,Radix-2,Modified-Radix-4
2,0.1167989063,0,1,0,Radix-2,Radix-2
39,0.111111,25,0,0,Radix-2,Radix-Split
3374,0.888889,722,0,0,Radix-2,Modified-Radix-4
2,0.777778,0,1,0,Radix-2,Radix-2
2,0.555556,0,1,0,Radix-2,Radix-2
13,0,3,0,0,Radix-2,Radix-Split
1468,0.2368238571,580,0,0,Radix-2,Modified-Radix-4
3261,0.8554459881,835,0,0,Radix-2,Modified-Radix-4
2,0.4917375469,0,1,0,Radix-2,Radix-2
2,0,0,1,0,Radix-2,Radix-2
1522,0.111111,526,0,0,Radix-2,Modified-Radix-4
799,0.5952491804,225,0,0,Radix-2,Modified-Radix-4
2,0,0,1,0,Radix-2,Radix-2
2,0,0,1,0,Radix-2,Radix-2
2,0.1827995507,0,1,0,Radix-2,Radix-2
3532,0.888889,564,0,0,Radix-2,Modified-Radix-4
3661,0.5430160124,435,0,0,Radix-2,Modified-Radix-4
1304,0.777778,744,0,0,Radix-2,Modified-Radix-4
174,0.666667,82,0,0,Radix-2,Radix-Split
870,0.555556,154,0,0,Radix-2,Modified-Radix-4
131,0,125,0,0,Radix-2,Radix-Split
1849,1,199,0,0,Radix-2,Modified-Radix-4
2,0.04188069283,0,1,0,Radix-2,Radix-2
2,0.111111,0,1,0,Radix-2,Radix-2
2,0.888889,0,1,0,Radix-2,Radix-2
2,0.444444,0,1,0,Radix-2,Radix-2
787,0.666667,237,0,0,Radix-2,Modified-Radix-4
2,0.0234087327,0,1,0,Radix-2,Radix-2
417,0.1877604021,95,0,0,Radix-2,Modified-Radix-4
2,0.666667,0,1,0,Radix-2,Radix-2
1029,0.555556,1019,0,0,Radix-2,Modified-Radix-4
2,0.222222,0,1,0,Radix-2,Radix-2
204,1,52,0,0,Radix-2,Modified-Radix-4
393,0.555556,119,0,0,Radix-2,Modified-Radix-4
2,0.666667,0,1,0,Radix-2,Radix-2
1521,0.111111,527,0,0,Radix-2,Modified-Radix-4
2,0.111111,0,1,0,Radix-2,Radix-2
71,0.222222,57,0,0,Radix-2,Modified-Radix-4
2,0.8018076105,0,1,0,Radix-2,Radix-2
2,1,0,1,0,Radix-2,Radix-2
2,0.1451140232,0,1,0,Radix-2,Radix-2
647,0.777778,377,0,0,Radix-2,Modified-Radix-4
1522,0.111111,526,0,0,Radix-2,Modified-Radix-4
2,0.1314779921,0,1,0,Radix-2,Radix-2
799,0.555556,225,0,0,Radix-2,Modified-Radix-4
3,0.666667,1,0,0,Radix-2,Radix-Split
2,0.333333,0,1,0,Radix-2,Radix-2
748,0.555556,276,0,0,Radix-2,Modified-Radix-4
3,0.1216727339,1,0,0,Radix-2,Radix-Split
2,0.777778,0,1,0,Radix-2,Radix-2
2,0.555556,0,1,0,Radix-2,Radix-2
53,0,11,0,0,Radix-2,Radix-Split
3936,0.07732117619,160,0,0,Radix-2,Modified-Radix-4
3,0,1,0,0,Radix-2,Radix-Split
2,0.444444,0,1,0,Radix-2,Radix-2
417,0.888889,95,0,0,Radix-2,Modified-Radix-4
3661,0.444444,435,0,0,Radix-2,Modified-Radix-4
2,0,0,1,0,Radix-2,Radix-2
484,0.777778,28,0,0,Radix-2,Modified-Radix-4
456,0.7250031432,56,0,0,Radix-2,Modified-Radix-4
2009,0.777778,39,0,0,Radix-2,Modified-Radix-4
870,0.777778,154,0,0,Radix-2,Modified-Radix-4
417,0.333333,95,0,0,Radix-2,Modified-Radix-4
2009,0.777778,39,0,0,Radix-2,Modified-Radix-4
2,0,0,1,0,Radix-2,Radix-2
340,0.6702751396,172,0,0,Radix-2,Modified-Radix-4
2,0.666667,0,1,0,Radix-2,Radix-2
214,0.111111,42,0,0,Radix-2,Radix-Split
3768,0.222222,328,0,0,Radix-2,Modified-Radix-4
171,0.08095377484,85,0,0,Radix-2,Radix-Split
4398,0.666667,3794,0,0,Radix-2,Modified-Radix-4
2,0,0,1,0,Radix-2,Radix-2
2,0.777778,0,1,0,Radix-2,Radix-2
2,0.222222,0,1,0,Radix-2,Radix-Split
1468,0.666667,580,0,0,Radix-2,Modified-Radix-4
2,0.777778,0,1,0,Radix-2,Radix-2
2,1,0,1,0,Radix-2,Radix-2
174,0.6243549862,82,0,0,Radix-2,Radix-Split
2,0.888889,0,1,0,Radix-2,Radix-2
2,0.333333,0,1,0,Radix-2,Radix-2
2,0.444444,0,1,0,Radix-2,Radix-2
799,0.333333,225,0,0,Radix-2,Modified-Radix-4
2,0.555556,0,1,0,Radix-2,Radix-2
482,0.5981710231,30,0,0,Radix-2,Modified-Radix-4
2,0.333333,0,1,0,Radix-2,Radix-2
2009,0.8199432841,39,0,0,Radix-2,Modified-Radix-4
2,0.666667,0,1,0,Radix-2,Radix-2
799,0.555556,225,0,0,Radix-2,Modified-Radix-4
870,0.333333,154,0,0,Radix-2,Modified-Radix-4
3661,0.666667,435,0,0,Radix-2,Modified-Radix-4
3768,0.888889,328,0,0,Radix-2,Modified-Radix-4
13,0,3,0,0,Radix-2,Radix-Split
3768,0.222222,328,0,0,Radix-2,Modified-Radix-4
2,0.666667,0,1,0,Radix-2,Radix-2
3661,0.111111,435,0,0,Radix-2,Modified-Radix-4
417,0.222222,95,0,0,Radix-2,Modified-Radix-4
2,0.888889,0,1,0,Radix-2,Radix-2
787,0.807409713,237,0,0,Radix-2,Modified-Radix-4
2,0.0829540465,0,1,0,Radix-2,Radix-2
3936,0.444444,160,0,0,Radix-2,Modified-Radix-4
2,0.666667,0,1,0,Radix-2,Radix-2
1521,0.555556,527,0,0,Radix-2,Modified-Radix-4
2,0.777778,0,1,0,Radix-2,Radix-2
1521,0.8576655981,527,0,0,Radix-2,Modified-Radix-4
2,0.9370247827,0,1,0,Radix-2,Radix-2
2,1,0,1,0,Radix-2,Radix-2
2,0,0,1,0,Radix-2,Radix-2
3768,0.666667,328,0,0,Radix-2,Modified-Radix-4
3768,0.666667,328,0,0,Radix-2,Modified-Radix-4
2,0.666667,0,1,0,Radix-2,Radix-2
2009,0.444444,39,0,0,Radix-2,Modified-Radix-4
2,1,0,1,0,Radix-2,Radix-2
2,0,0,1,0,Radix-2,Radix-2
2,0.4106895092,0,1,0,Radix-2,Radix-2
3,0,1,0,0,Radix-2,Radix-Split
417,0.1430973958,95,0,0,Radix-2,Modified-Radix-4
570,0.9441715003,454,0,0,Radix-2,Modified-Radix-4
792,0.555556,232,0,0,Radix-2,Modified-Radix-4
799,0.760557464,225,0,0,Radix-2,Radix-Split
1459,0.111111,589,0,0,Radix-2,Modified-Radix-4
1133,0.6074277,915,0,0,Radix-2,Modified-Radix-4
4226,0.5124946645,3966,0,0,Radix-2,Modified-Radix-4
4258,0.444444,3934,0,0,Radix-2,Modified-Radix-4
2,0.222222,0,1,0,Radix-2,Radix-2
1468,0.3534462534,580,0,0,Radix-2,Modified-Radix-4
1872,0.290683328,176,0,0,Radix-2,Modified-Radix-4
1444,0.623186107,604,0,0,Radix-2,Modified-Radix-4
2,0.8083027776,0,1,0,Radix-2,Radix-2
3663,0.222222,433,0,0,Radix-2,Modified-Radix-4
461,0.111111,51,0,0,Radix-2,Modified-Radix-4
3768,0.2416446671,328,0,0,Radix-2,Modified-Radix-4
2,0.666667,0,1,0,Radix-2,Radix-2
2009,0.777778,39,0,0,Radix-2,Modified-Radix-4
2,1,0,1,0,Radix-2,Radix-2
2,0.111111,0,1,0,Radix-2,Radix-2
2,0.111111,0,1,0,Radix-2,Radix-2
1468,0.6720058167,580,0,0,Radix-2,Modified-Radix-4
799,0.666667,225,0,0,Radix-2,Modified-Radix-4
2,0.222222,0,1,0,Radix-2,Radix-2
2,0.888889,0,1,0,Radix-2,Radix-2
3,0,1,0,0,Radix-2,Radix-Split
3685,0.6037188731,411,0,0,Radix-2,Modified-Radix-4
367,0.4303846188,145,0,0,Radix-2,Modified-Radix-4
1452,0.666667,596,0,0,Radix-2,Modified-Radix-4
1459,0.08764913711,589,0,0,Radix-2,Modified-Radix-4
131,0.08018084294,125,0,0,Radix-2,Radix-Split
1521,0.555556,527,0,0,Radix-2,Modified-Radix-4
543,0.111111,481,0,0,Radix-2,Modified-Radix-4
340,1,172,0,0,Radix-2,Modified-Radix-4
771,0.7115146297,253,0,0,Radix-2,Radix-Split
182,0.05974838028,74,0,0,Radix-2,Radix-Split
3768,0.666667,328,0,0,Radix-2,Modified-Radix-4
2,0.8188424866,0,1,0,Radix-2,Radix-2
771,0.666667,253,0,0,Radix-2,Modified-Radix-4
131,1,125,0,0,Radix-2,Radix-Split
13,0.666667,3,0,0,Radix-2,Radix-Split
3663,0.222222,433,0,0,Radix-2,Modified-Radix-4
171,0,85,0,0,Radix-2,Radix-Split
347,0,165,0,0,Radix-2,Modified-Radix-4
2,0.8049609966,0,1,0,Radix-2,Radix-2
91,0.06005841099,37,0,0,Radix-2,Modified-Radix-4
787,0.888889,237,0,0,Radix-2,Modified-Radix-4
3470,0.888889,626,0,0,Radix-2,Modified-Radix-4
2,0.7963418299,0,1,0,Radix-2,Radix-2
771,0.666667,253,0,0,Radix-2,Radix-Split
870,0.777778,154,0,0,Radix-2,Radix-Split
2,0.3555344154,0,1,0,Radix-2,Radix-2
2,0.555556,0,1,0,Radix-2,Radix-2
3261,0.888889,835,0,0,Radix-2,Modified-Radix-4
2,0.777778,0,1,0,Radix-2,Radix-2
276,0.444444,236,0,0,Radix-2,Modified-Radix-4
3936,0.444444,160,0,0,Radix-2,Modified-Radix-4
3,0.666667,1,0,0,Radix-2,Radix-Split
2009,0.1684741565,39,0,0,Radix-2,Modified-Radix-4
2,0.8410032513,0,1,0,Radix-2,Radix-2
2,0.6739234232,0,1,0,Radix-2,Radix-2
2,0.222222,0,1,0,Radix-2,Radix-2
342,0.888889,170,0,0,Radix-2,Modified-Radix-4
2,0.666667,0,1,0,Radix-2,Radix-2
1472,0.6687846344,576,0,0,Radix-2,Modified-Radix-4
2,0.111111,0,1,0,Radix-2,Radix-2
2,0.6326713106,0,1,0,Radix-2,Radix-2
792,0.555556,232,0,0,Radix-2,Modified-Radix-4
171,0.333333,85,0,0,Radix-2,Radix-Split
2,0.333333,0,1,0,Radix-2,Radix-2
2,0.9172075334,0,1,0,Radix-2,Radix-2
2,1,0,1,0,Radix-2,Radix-2
2,0.8230459503,0,1,0,Radix-2,Radix-2
3936,0.5349052228,160,0,0,Radix-2,Modified-Radix-4
2,0.888889,0,1,0,Radix-2,Radix-2
2,0.7173151252,0,1,0,Radix-2,Radix-2
2,0.1473627881,0,1,0,Radix-2,Radix-2
2,0.6952953296,0,1,0,Radix-2,Radix-2
2,0.0997664247,0,1,0,Radix-2,Radix-2
417,0.2291570019,95,0,0,Radix-2,Modified-Radix-4
2009,0.8226564615,39,0,0,Radix-2,Modified-Radix-4
171,0.666667,85,0,0,Radix-2,Radix-Split
2,0.555556,0,1,0,Radix-2,Radix-2
1919,0.333333,129,0,0,Radix-2,Modified-Radix-4
1522,0.1537204979,526,0,0,Radix-2,Modified-Radix-4
2,0.777778,0,1,0,Radix-2,Radix-2
799,0.6115253959,225,0,0,Radix-2,Modified-Radix-4
171,0.1667056392,85,0,0,Radix-2,Radix-Split
3663,0.222222,433,0,0,Radix-2,Modified-Radix-4
2,0.222222,0,1,0,Radix-2,Radix-2
2,0.555556,0,1,0,Radix-2,Radix-2
434,0.7734448153,78,0,0,Radix-2,Modified-Radix-4
2,0,0,1,0,Radix-2,Radix-2
4001,0.222222,95,0,0,Radix-2,Modified-Radix-4
787,0.777778,237,0,0,Radix-2,Modified-Radix-4
2,0.6201082063,0,1,0,Radix-2,Radix-2
131,0.222222,125,0,0,Radix-2,Radix-Split
1522,0.745980004,526,0,0,Radix-2,Modified-Radix-4
1521,0.555556,527,0,0,Radix-2,Modified-Radix-4
781,0.33078409,243,0,0,Radix-2,Modified-Radix-4
417,0.222222,95,0,0,Radix-2,Modified-Radix-4
1707,0.111111,341,0,0,Radix-2,Modified-Radix-4
82,0,46,0,0,Radix-2,Modified-Radix-4
171,1,85,0,0,Radix-2,Radix-Split
43,0.5836472658,21,0,0,Radix-2,Radix-Split
2,0.222222,0,1,0,Radix-2,Radix-2
1959,0.5759431111,89,0,0,Radix-2,Modified-Radix-4
3518,0.444444,578,0,0,Radix-2,Modified-Radix-4
2,0.9584142984,0,1,0,Radix-2,Radix-2
792,0.555556,232,0,0,Radix-2,Modified-Radix-4
96,0.333333,32,0,0,Radix-2,Modified-Radix-4
2,0.777778,0,1,0,Radix-2,Radix-2
209,0.888889,47,0,0,Radix-2,Radix-Split
2,0.444444,0,1,0,Radix-2,Radix-2
13,1,3,0,0,Radix-2,Radix-Split
799,0,225,0,0,Radix-2,Modified-Radix-4
417,0.222222,95,0,0,Radix-2,Modified-Radix-4
2,0.222222,0,1,0,Radix-2,Radix-2
3768,0.222222,328,0,0,Radix-2,Modified-Radix-4
2,0.8215592496,0,1,0,Radix-2,Radix-2
894,0.666667,130,0,0,Radix-2,Modified-Radix-4
3946,0.7128438729,150,0,0,Radix-2,Modified-Radix-4
1521,0.5571278449,527,0,0,Radix-2,Modified-Radix-4
2009,0.111111,39,0,0,Radix-2,Modified-Radix-4
2,0.777778,0,1,0,Radix-2,Radix-2
2,0.333333,0,1,0,Radix-2,Radix-2
3661,0.4190309786,435,0,0,Radix-2,Modified-Radix-4
171,0.111111,85,0,0,Radix-2,Radix-Split
191,0.3502485914,65,0,0,Radix-2,Modified-Radix-4
3768,0.555556,328,0,0,Radix-2,Modified-Radix-4
2,0.888889,0,1,0,Radix-2,Radix-2
2,0.333333,0,1,0,Radix-2,Radix-2
1468,0.8349823689,580,0,0,Radix-2,Modified-Radix-4
2,0.555556,0,1,0,Radix-2,Radix-2
1571,0.1004241477,477,0,0,Radix-2,Modified-Radix-4
2476,0.6521874754,1620,0,0,Radix-2,Modified-Radix-4
2,1,0,1,0,Radix-2,Radix-2
174,0.4041765103,82,0,0,Radix-2,Radix-Split
1522,1,526,0,0,Radix-2,Modified-Radix-4
2,1,0,1,0,Radix-2,Radix-2
792,0.555556,232,0,0,Radix-2,Modified-Radix-4
1697,0.5590597724,351,0,0,Radix-2,Modified-Radix-4
3768,0.3606326322,328,0,0,Radix-2,Modified-Radix-4
738,0.555556,286,0,0,Radix-2,Modified-Radix-4
799,0.6068557562,225,0,0,Radix-2,Modified-Radix-4
2,0.888889,0,1,0,Radix-2,Radix-2
3615,0.222222,481,0,0,Radix-2,Modified-Radix-4
1459,0.888889,589,0,0,Radix-2,Modified-Radix-4
2,0.888889,0,1,0,Radix-2,Radix-2
2,0.9055586641,0,1,0,Radix-2,Radix-2
938,0.3391202739,86,0,0,Radix-2,Modified-Radix-4
792,0.555556,232,0,0,Radix-2,Radix-Split
1459,0.1158459742,589,0,0,Radix-2,Modified-Radix-4
2,0.333333,0,1,0,Radix-2,Radix-2
440,0.6538973471,72,0,0,Radix-2,Modified-Radix-4
131,0.04493820041,125,0,0,Radix-2,Modified-Radix-4
171,0.04873726544,85,0,0,Radix-2,Radix-Split
19,0.666667,13,0,0,Radix-2,Modified-Radix-4
2,0.777778,0,1,0,Radix-2,Radix-2
787,0.2002992212,237,0,0,Radix-2,Modified-Radix-4
3946,0.777778,150,0,0,Radix-2,Modified-Radix-4
2009,1,39,0,0,Radix-2,Modified-Radix-4
787,0.9432302289,237,0,0,Radix-2,Radix-Split
489,0.5703316724,23,0,0,Radix-2,Modified-Radix-4
1162,0.5561165119,886,0,0,Radix-2,Modified-Radix-4
2,0.5806903173,0,1,0,Radix-2,Radix-2
3768,0.777778,328,0,0,Radix-2,Modified-Radix-4
792,0.4860477604,232,0,0,Radix-2,Modified-Radix-4
3,0.333333,1,0,0,Radix-2,Radix-Split
2,0.5765882798,0,1,0,Radix-2,Radix-2
2,0.007656411905,0,1,0,Radix-2,Radix-2
2,0.222222,0,1,0,Radix-2,Radix-2
4081,0.222222,15,0,0,Radix-2,Modified-Radix-4
621,0.222222,403,0,0,Radix-2,Modified-Radix-4
2,0,0,1,0,Radix-2,Radix-2
13,0.555556,3,0,0,Radix-2,Radix-Split
3450,0.6239158501,646,0,0,Radix-2,Modified-Radix-4
2,0.888889,0,1,0,Radix-2,Radix-2
2,0.777778,0,1,0,Radix-2,Radix-2
2,0.666667,0,1,0,Radix-2,Radix-2
3,0,1,0,0,Radix-2,Radix-Split
2,0.777778,0,1,0,Radix-2,Radix-2
174,0.666667,82,0,0,Radix-2,Radix-Split
2,0.888889,0,1,0,Radix-2,Radix-2
2,0.222222,0,1,0,Radix-2,Radix-2
2,0.008626588592,0,1,0,Radix-2,Radix-2
2,0.1039803596,0,1,0,Radix-2,Radix-2
2,0.666667,0,1,0,Radix-2,Radix-2
2,0.9171303642,0,1,0,Radix-2,Radix-2
211,0,45,0,0,Radix-2,Radix-Split
212,0.555556,44,0,0,Radix-2,Radix-Split
2,0.333333,0,1,0,Radix-2,Radix-2
2,0.8502867566,0,1,0,Radix-2,Radix-2
2,0.07518740277,0,1,0,Radix-2,Radix-2
433,0.9066224777,79,0,0,Radix-2,Modified-Radix-4
382,0.666667,130,0,0,Radix-2,Modified-Radix-4
518,0.555556,506,0,0,Radix-2,Modified-Radix-4
112,0.333333,16,0,0,Radix-2,Modified-Radix-4
275,0.695010109,237,0,0,Radix-2,Modified-Radix-4
3261,0.888889,835,0,0,Radix-2,Modified-Radix-4
1522,0.4666431296,526,0,0,Radix-2,Modified-Radix-4
3261,0.8241316988,835,0,0,Radix-2,Modified-Radix-4
2,0,0,1,0,Radix-2,Radix-2
493,0.888889,19,0,0,Radix-2,Modified-Radix-4
3946,0.666667,150,0,0,Radix-2,Modified-Radix-4
2,0.444444,0,1,0,Radix-2,Radix-2
1468,0.666667,580,0,0,Radix-2,Modified-Radix-4
340,0.222222,172,0,0,Radix-2,Modified-Radix-4
2,0.6240757134,0,1,0,Radix-2,Radix-2
13,0.8846387453,3,0,0,Radix-2,Radix-Split
3689,0.888889,407,0,0,Radix-2,Modified-Radix-4
2,0.3605862069,0,1,0,Radix-2,Radix-2
1522,0.1066366855,526,0,0,Radix-2,Modified-Radix-4
2,0.888889,0,1,0,Radix-2,Radix-2
792,0.555556,232,0,0,Radix-2,Modified-Radix-4
2,0.7975830684,0,1,0,Radix-2,Radix-2
171,0.1324379259,85,0,0,Radix-2,Modified-Radix-4
2,0.888889,0,1,0,Radix-2,Radix-2
2,0.888889,0,1,0,Radix-2,Radix-2
2,0.444444,0,1,0,Radix-2,Radix-2
2,0,0,1,0,Radix-2,Radix-2
1341,1,707,0,0,Radix-2,Modified-Radix-4
260,0.8931728957,252,0,0,Radix-2,Modified-Radix-4
2,0,0,1,0,Radix-2,Radix-2
2,0.9983027327,0,1,0,Radix-2,Radix-2
13,1,3,0,0,Radix-2,Radix-Split
131,0,125,0,0,Radix-2,Radix-Split
3261,0.777778,835,0,0,Radix-2,Modified-Radix-4
417,0.4673081631,95,0,0,Radix-2,Modified-Radix-4
13,1,3,0,0,Radix-2,Radix-Split
909,0.555556,115,0,0,Radix-2,Radix-Split
104,0.222222,24,0,0,Radix-2,Modified-Radix-4
2,0.777778,0,1,0,Radix-2,Radix-2
781,0.333333,243,0,0,Radix-2,Modified-Radix-4
2,1,0,1,0,Radix-2,Radix-2
2009,0.777778,39,0,0,Radix-2,Modified-Radix-4
2,0.333333,0,1,0,Radix-2,Radix-2
2,0.666667,0,1,0,Radix-2,Radix-2
2,0.2451364362,0,1,0,Radix-2,Radix-2
3617,0.888889,479,0,0,Radix-2,Modified-Radix-4
2,0.666667,0,1,0,Radix-2,Radix-2
3261,0.555556,835,0,0,Radix-2,Modified-Radix-4
1468,0.222222,580,0,0,Radix-2,Modified-Radix-4
2,0.555556,0,1,0,Radix-2,Radix-2
1459,0.4960983005,589,0,0,Radix-2,Modified-Radix-4
2,0.555556,0,1,0,Radix-2,Radix-2
2,0.1369074637,0,1,0,Radix-2,Radix-2
303,0.666667,209,0,0,Radix-2,Modified-Radix-4
8,0.111111,0,1,0,Radix-2,Modified-Radix-4
2,0.444444,0,1,0,Radix-2,Radix-2
2,0.1758361219,0,1,0,Radix-2,Radix-2
417,0.222222,95,0,0,Radix-2,Modified-Radix-4
3768,1,328,0,0,Radix-2,Modified-Radix-4
2009,0.777778,39,0,0,Radix-2,Modified-Radix-4
792,0.555556,232,0,0,Radix-2,Modified-Radix-4
1238,0.6388056006,810,0,0,Radix-2,Modified-Radix-4
493,0.222222,19,0,0,Radix-2,Modified-Radix-4
51,0.333333,13,0,0,Radix-2,Radix-Split
1668,0.5276890513,380,0,0,Radix-2,Modified-Radix-4
2,1,0,1,0,Radix-2,Radix-2
2,1,0,1,0,Radix-2,Radix-2
1522,0.555556,526,0,0,Radix-2,Modified-Radix-4
2,0.8398566566,0,1,0,Radix-2,Radix-2
417,0.444444,95,0,0,Radix-2,Modified-Radix-4
1468,0.6765847271,580,0,0,Radix-2,Modified-Radix-4
2,0.555556,0,1,0,Radix-2,Radix-2
3563,0.888889,533,0,0,Radix-2,Modified-Radix-4
2,0.635251729,0,1,0,Radix-2,Radix-2
1207,1,841,0,0,Radix-2,Modified-Radix-4
2,1,0,1,0,Radix-2,Radix-2
1522,0.111111,526,0,0,Radix-2,Modified-Radix-4
417,0.222222,95,0,0,Radix-2,Modified-Radix-4
2,0.666667,0,1,0,Radix-2,Radix-2
3261,0.8150056469,835,0,0,Radix-2,Modified-Radix-4
792,0.888889,232,0,0,Radix-2,Modified-Radix-4
2,0.444444,0,1,0,Radix-2,Radix-2
13,1,3,0,0,Radix-2,Radix-Split
2,0.777778,0,1,0,Radix-2,Radix-2
171,0.555556,85,0,0,Radix-2,Radix-Split
13,0.666667,3,0,0,Radix-2,Radix-Split
2,0.666667,0,1,0,Radix-2,Radix-2
2,0.5269290585,0,1,0,Radix-2,Radix-2
2,1,0,1,0,Radix-2,Radix-2
799,0.555556,225,0,0,Radix-2,Radix-Split
417,0.555556,95,0,0,Radix-2,Modified-Radix-4
300,0.111111,212,0,0,Radix-2,Modified-Radix-4
3946,0.6550241612,150,0,0,Radix-2,Modified-Radix-4
1459,0.1845380047,589,0,0,Radix-2,Modified-Radix-4
2,0.222222,0,1,0,Radix-2,Radix-2
2,0.9141752241,0,1,0,Radix-2,Radix-2
771,0.666667,253,0,0,Radix-2,Modified-Radix-4
97,0.777778,31,0,0,Radix-2,Modified-Radix-4
2,0,0,1,0,Radix-2,Radix-2
2,0.7971616309,0,1,0,Radix-2,Radix-2
2,0.444444,0,1,0,Radix-2,Radix-2
2,0.777778,0,1,0,Radix-2,Radix-2
3261,0.888889,835,0,0,Radix-2,Modified-Radix-4
870,0.8306365222,154,0,0,Radix-2,Modified-Radix-4
2,0.888889,0,1,0,Radix-2,Radix-2
168,0.666667,88,0,0,Radix-2,Modified-Radix-4
619,0.5355229301,405,0,0,Radix-2,Modified-Radix-4
870,0.8104833176,154,0,0,Radix-2,Modified-Radix-4
2,1,0,1,0,Radix-2,Radix-2
799,0.5607069876,225,0,0,Radix-2,Modified-Radix-4
2,0.4230098544,0,1,0,Radix-2,Radix-2
787,0.1258286651,237,0,0,Radix-2,Radix-Split
2,0.444444,0,1,0,Radix-2,Radix-2
734,0.4031705959,290,0,0,Radix-2,Modified-Radix-4
2,0.666667,0,1,0,Radix-2,Radix-2
2,0.222222,0,1,0,Radix-2,Radix-2
2,0,0,1,0,Radix-2,Radix-2
2,0,0,1,0,Radix-2,Radix-2
2,0,0,1,0,Radix-2,Radix-2
2048,0.888889,0,1,0,Radix-2,Modified-Radix-4
3261,0.6276205204,835,0,0,Radix-2,Modified-Radix-4
2,0.111111,0,1,0,Radix-2,Radix-2
2,0,0,1,0,Radix-2,Radix-2
3261,0.888889,835,0,0,Radix-2,Modified-Radix-4
2,0.777778,0,1,0,Radix-2,Radix-2
3451,0.664562893,645,0,0,Radix-2,Modified-Radix-4
2,0.02356319865,0,1,0,Radix-2,Radix-2
1226,0.333333,822,0,0,Radix-2,Modified-Radix-4
2,0.8316668113,0,1,0,Radix-2,Radix-2
3661,0.444444,435,0,0,Radix-2,Modified-Radix-4
3261,0.888889,835,0,0,Radix-2,Modified-Radix-4
3936,0.444444,160,0,0,Radix-2,Modified-Radix-4
2,0.333333,0,1,0,Radix-2,Radix-2
1623,0.777778,425,0,0,Radix-2,Modified-Radix-4
2,0.555556,0,1,0,Radix-2,Radix-2
2,0,0,1,0,Radix-2,Radix-2
3661,0.444444,435,0,0,Radix-2,Modified-Radix-4
3768,0.222222,328,0,0,Radix-2,Modified-Radix-4
1521,0.5682279318,527,0,0,Radix-2,Modified-Radix-4
2,0.222222,0,1,0,Radix-2,Radix-2
174,0.666667,82,0,0,Radix-2,Modified-Radix-4
2,0.8299893658,0,1,0,Radix-2,Radix-2
